theta1;theta2;theta3;theta4;theta5;theta6;theta7;theta8;y
-10.618.727;0.19694574;-0.7099095;-13.410.131;-0.16566561;-0.75227519;-0.84476583;11.923.247;0.65243071
0.49327234;-11.716.164;0.32001238;-0.62092591;-0.89079651;14.213.572;-11.220.636;-0.81875313;0.70172793
-0.2348527;0.14661773;0.041420159;0.46910168;12.136.694;0.079451458;0.45797324;-0.60802884;0.75830026
-13.289.309;11.954.871;-1.284.954;-12.055.636;-0.21897722;0.1637705;0.25420991;0.46023446;0.89607666
13.821.789;-10.751.951;-0.91451313;13.650.571;-1.545.086;0.45564342;-0.060041738;0.5594356;0.47571427
13.439.114;-0.36248787;-1.550.867;-0.53693182;0.14504761;-12.039.126;-0.67025705;-0.35274208;0.83464687
-0.93239172;-0.78552165;0.37329686;-15.589.771;-0.060765988;0.83934403;0.7410011;-0.35083786;10.547.093
-0.44340251;-12.900.804;0.23976339;-0.84615139;-0.27635248;11.040.139;0.73227309;0.23744471;0.7622069
-0.4082531;0.89087374;-0.9600833;0.72346506;-13.822.494;0.91567708;-1.446.189;0.91049593;0.83887265
-0.27141816;0.084316832;-0.90023453;13.137.585;0.61267348;-0.8777691;0.40460889;0.0072181146;10.998.187
-0.13246366;0.25470927;-0.33160479;12.256.407;-0.93760156;0.25378727;-12.865.242;-12.072.612;0.59651498
10.725.244;-109.208;-0.096361339;-0.07951332;-0.040743656;-0.88023999;0.97031012;11.071.986;0.87456578
-0.54110976;-1.404.467;15.167.777;-12.034.921;0.088570337;-0.43364329;-0.0052475435;10.335.517;0.76171842
0.47893532;10.510.909;-1.540.904;-15.189.067;-0.513271;0.25214178;-0.23086889;10.368.582;0.70777297
0.70553622;0.51010409;13.167.116;0.31716771;0.26772723;-0.26161167;-0.34643718;0.061800176;0.62515732
-1.565.016;-0.086964891;0.59289485;-0.64496944;0.93079675;13.224.195;-11.985.757;-11.916.058;0.81948739
13.311.632;-0.77833533;-0.34810011;-1.506.667;-12.304.161;-0.86373412;-0.56938066;0.33377734;0.39604979
-15.634.368;0.10998203;-0.87307673;-1.315.012;1.501.601;0.52037086;-0.28945407;-10.887.946;13.076.541
-0.40094858;12.115.198;0.57875176;-0.30248284;0.99465362;-0.32096878;14.725.036;0.40670792;0.85679413
-0.026518702;13.508.219;0.71005765;-0.73219594;0.72895432;-0.40777424;-10.982.351;-0.56564665;0.79131857
0.40634046;-10.270.587;-0.97152985;-0.39874515;-0.67604116;14.935.457;-11.802.909;-0.36381517;0.74495852
-0.45829035;12.766.377;14.963.712;-0.6925883;0.91683031;0.69752283;-11.330.077;-11.022.503;0.7063436
0.69921873;-0.62830267;10.619.176;-0.73076598;-0.34498798;-11.576.479;-12.673.695;0.4505015;0.43599187
-0.92892536;-0.99013816;0.26140915;-14.980.749;11.670.343;-0.70547003;-0.68105365;0.34048046;0.45837216
12.668.867;-0.23583338;15.570.525;-14.216.657;13.827.401;-0.46410129;14.949.643;-1.526.671;0.22108009
-11.508.122;10.383.804;-0.085541493;10.181.815;13.513.981;0.42424044;-0.59272705;-13.723.236;0.84567583
10.858.087;0.51181227;11.535.553;0.32106978;-0.76765089;-12.061.661;0.026740421;0.93110453;0.56540602
-0.3252331;0.34811858;10.361.125;-10.364.366;0.6125551;0.66443084;0.17851264;0.80085661;0.75477799
0.17843239;11.835.155;0.094419484;0.740769;0.21443885;-12.727.688;0.040995674;14.141.764;0.81073932
-13.078.371;-12.192.814;0.4039758;-0.02705124;0.66692846;-0.32043486;10.055.096;-12.279.416;0.62457227
0.90648739;0.14696265;0.63953575;0.88073958;-0.1359322;-0.85896298;0.97288981;-0.89224851;0.53199663
-13.907.512;0.70941316;12.889.195;-0.59441184;-0.67467027;-0.97260193;-0.63070728;-1.198.976;0.62412513
-0.90587055;0.76287236;-15.522.217;-0.015217286;-11.752.594;-0.81409784;-0.56361813;-10.143.281;0.68037391
-0.80827655;0.75607989;-0.40409881;-12.879.259;-13.922.203;-0.9063269;-0.82809294;-15.302.602;0.41115812
-0.45739372;-0.30751415;0.43468597;-0.59795948;-0.46466807;0.9466027;-0.50261249;11.357.833;0.78084435
0.06098637;-0.47032791;15.641.479;0.049894855;0.32300254;0.52636426;0.33449104;0.79284683;0.30567455
0.83870824;-0.55402365;-0.21431513;-0.22240541;0.031543459;-0.12071534;14.815.947;-12.592.931;0.46127722
-0.15683313;0.20519653;14.124.165;0.52752712;-0.7782365;0.6060639;0.89950227;-0.029128628;0.37649799
-0.098199758;-0.73065421;0.60950614;0.57384998;-13.706.672;1.072.655;0.59074656;0.52360603;0.16905429
-11.071.869;0.3803183;-0.76387119;0.007092703;0.49587262;-14.878.465;12.447.126;0.64558439;11.973.107
-0.83739446;-11.313.801;1.306.128;-0.17346099;-0.51424669;0.84107288;0.019961553;-0.72420128;0.45662876
0.24640008;0.95472048;-13.558.315;0.039169724;-0.42273617;-12.551.264;-0.65659195;-1.120.904;0.90042487
0.62702691;-12.681.722;-14.881.844;-14.088.978;1.355.771;0.88535256;1.074.077;10.980.532;11.714.197
1.539.545;1.535.386;14.463.213;-11.618.149;0.47098464;15.377.207;0.4199732;12.645.556;0.60822524
0.97632987;0.19085805;-13.224.064;15.164.781;-0.97455857;-14.106.136;-0.66908479;0.51158669;11.285.068
0.63762583;0.18514744;10.831.017;-0.29363294;0.85812764;1.417.406;-15.479.055;-0.30152196;0.77274092
0.60472205;-15.452.781;1.302.211;0.35321054;-0.50067493;-0.3546725;-0.11954747;-0.29065401;0.69388177
0.5113322;0.057521096;-12.162.608;-12.005.818;14.831.911;-13.794.783;1.384.939;0.15467576;12.115.252
-1.437.179;-0.85348471;0.64803389;0.27167235;-0.54459427;0.061438543;0.6090096;15.383.994;0.83241118
10.391.791;-0.0054838633;-0.39621193;12.631.049;-1.536.531;-0.98639224;0.31542381;0.57064031;0.82113657
13.702.846;-10.611.029;1.042.481;12.616.544;-0.58459819;-0.10990662;14.611.188;-0.530634;0.29577606
-0.64265029;0.86528564;0.31590802;-11.252.728;15.599.959;0.055855347;-0.80691798;0.61597368;0.81086344
-0.22781021;0.42327974;0.17455312;-0.071713426;-0.88076;-0.57539;0.38505985;11.218.555;0.71082773
0.79520605;14.968.105;-0.5332511;10.840.352;0.25129657;-0.75756116;0.019962331;-0.81369763;0.98263948
0.69286132;-0.97913281;0.61254037;12.832.089;12.409.614;0.54454398;-0.64351153;-0.46319893;0.66470874
-0.96377198;-0.62281124;-0.033081141;-0.1423085;-0.19575789;0.69119625;10.052.864;-0.1178803;0.60875583
-0.063963291;0.19828987;0.067156838;-10.268.893;-0.85531298;-0.67421961;0.3635232;11.307.677;0.55124038
-0.60634139;-0.57196203;0.87321478;0.98178306;0.68273056;0.11578493;-0.66320943;13.179.461;0.84677711
0.54686723;0.30773031;-13.999.951;11.832.936;15.561.836;13.514.156;-0.19020248;-0.64940571;0.82588655
-11.026.461;0.96187234;0.81092133;13.340.406;10.193.326;-0.47243161;14.081.686;-0.6689039;0.27207632
0.08160249;-0.44731197;0.92587054;-0.3271776;0.81748633;-13.533.837;14.720.736;14.923.097;0.68909495
-13.829.411;-0.14100076;0.79777644;-10.868.605;13.081.556;-11.895.276;10.991.903;-12.269.466;0.87324758
15.523.415;-10.388.677;-0.088875067;14.968.657;1.306.436;0.70504856;15.270.981;0.12229961;0.10264252
-0.72261672;0.72186616;-14.667.372;-0.051774967;0.67871131;-0.33630421;-0.87427638;0.88802177;0.91538701
0.37792705;-0.42632277;0.62485081;0.039296368;-0.022010324;-0.5397381;-0.73433077;-0.72473862;0.81263529
-0.48047671;0.76597673;-0.47661416;0.71959705;0.78040988;15.412.974;14.202.459;-0.72734778;0.66587351
-14.789.692;-0.4757634;0.60702968;-0.86404923;0.19945223;-0.98803733;0.25107087;-0.59707554;0.88809082
-0.75402833;-0.80211176;-15.451.267;1.507.484;0.11419445;0.51533567;0.58913257;-0.80170578;0.94980193
0.23055955;-0.51831035;-0.54034697;-0.66034954;-0.2470184;-0.12435535;-0.74901083;0.021789787;0.817583
14.305.471;0.39441448;0.73285599;0.75211594;15.472.415;-0.88126381;-0.26321556;-13.453.965;0.60437112
0.59710512;0.16366415;-10.741.961;-0.95616199;15.247.262;1.208.442;-0.50150434;11.054.455;11.414.286
12.988.603;-13.318.507;0.71923266;-0.96805957;0.10221157;-0.11116883;0.10961561;-0.15670505;0.77183905
-0.98287758;-0.56679134;-0.70525638;0.13110914;-0.5812626;0.83306322;13.363.084;-10.871.774;0.93795615
-0.72926487;-0.75320337;-0.014846944;12.948.198;10.725.771;-0.78488868;0.089993895;-0.68824947;0.93411558
-14.017.998;15.294.144;-13.467.716;0.22344029;0.34440056;-0.076465507;14.213.243;-0.064694064;0.76720073
-12.458.889;0.35597136;-0.014622881;1.157.737;15.264.679;-0.24438476;-0.47383575;-0.32207143;11.163.962
-0.93994291;12.181.568;-0.72252966;-0.93942209;1.100.368;-13.130.572;0.17996043;-0.090401527;10.521.056
14.489.543;-0.19734165;-13.004.529;0.77756198;-0.67122906;11.357.077;-0.75878746;11.523.847;0.59132062
-10.519.063;0.80077495;-0.65228982;-0.54117687;0.11239926;-0.47784757;-12.162.235;0.21025117;0.87575038
14.949.097;0.041666099;11.233.036;-0.64900542;0.99726159;-12.732.073;12.755.746;-0.60028162;0.66939045
-15.106.926;-0.29303418;15.330.539;-0.22447281;0.5787664;-14.072.082;0.35452434;-12.791.937;0.64314491
0.14197302;0.99177852;-13.054.731;0.3383;0.9561024;-10.392.356;-1.110.646;-14.897.379;10.426.662
-14.698.941;-0.46907165;-0.20264885;-0.47463053;-0.033305935;0.82278059;0.71588643;0.4694041;10.305.908
0.97506857;-14.313.017;-0.43284862;-0.61158536;-0.56935411;-0.81753366;-0.39658695;0.73562134;0.71708235
14.302.253;-0.71250115;10.417.698;0.37605273;0.15673102;10.379.653;10.228.195;14.207.139;0.36331513
1.471.707;0.74444664;0.92849172;-0.56614643;15.235.276;-0.18193368;-0.26792351;-13.077.987;0.6220438
12.204.876;-10.488.334;0.86958693;0.66116656;-11.931.681;-0.98969435;-10.881.265;15.507.967;0.31400879
12.767.134;-0.26644491;0.45844245;0.41313167;-0.79090929;0.94024093;-0.93134759;-15.549.362;0.36046566
0.64433412;-13.700.773;-12.844.735;0.5842324;-0.73384536;0.41832136;13.971.793;10.967.946;0.7255466
0.25366326;0.98551554;0.87813601;-14.246.839;0.15374343;-0.15721437;-10.119.337;-10.385.331;0.68648237
0.17721322;10.831.405;-0.37043755;0.55667116;-15.649.393;-0.22248008;10.121.852;0.062402847;0.16881284
0.19275272;-11.877.454;0.69281848;0.30923389;-0.52188473;-0.72745602;0.073018695;-0.48729152;0.76578437
0.61299811;-0.75759092;14.578.564;10.997.245;0.010071432;0.72533002;-11.375.169;0.22348356;0.29748901
1.376.941;0.044389848;0.91146225;10.806.055;-0.37543798;12.421.926;14.860.406;-12.566.873;0.49489977
1.275.675;15.027.123;0.54020008;0.18983872;14.734.778;-14.930.356;0.22354798;-0.21659084;0.92222506
-11.007.016;0.8228621;-0.059972181;-12.387.049;-0.43368667;-15.483.775;-0.17396257;0.86365393;0.32739521
13.469.446;0.55251787;0.4987936;0.42176341;-0.47689519;13.720.759;10.338.845;12.735.693;0.33045519
-0.21957496;-0.38005255;14.548.113;1.144.582;-0.9746157;11.902.929;0.34833277;12.078.218;0.42768976
0.97502686;-0.68533196;-0.0020603468;10.178.958;-0.10200503;-0.40893615;-14.997.993;-11.106.041;0.78146664
0.72911949;-12.955.251;-0.070728803;-13.394.515;0.91107202;0.81488835;10.132.526;14.206.558;0.98339306
-10.416.579;0.48786127;-12.169.643;0.49080323;0.26478185;-15.153.918;-0.83813645;0.85740909;0.77036011
0.9510571;-0.072456439;1.391.471;-0.89245891;-14.482.785;-0.29906795;0.34220866;-0.010904618;0.39351441
-0.0066642582;11.625.835;0.43739281;15.480.936;-0.15618097;0.11313787;-0.75525834;-10.615.481;0.39740249
10.911.477;-11.657.328;-0.065902468;0.13815588;14.378.771;0.84465644;15.489.823;-0.33385153;0.44009017
14.437.044;-14.992.636;13.594.314;0.34893758;12.701.426;-0.71649826;-0.63314275;-0.15814852;0.60910429
-13.220.533;0.59196192;-0.83927988;-0.75961212;0.1647818;-0.46169283;-0.65591396;-0.21483728;10.532.998
0.7349869;-0.31992695;-0.02588697;0.63162853;-13.969.335;0.062532441;-0.097326081;-10.802.812;0.19052324
0.18256086;13.943.531;-15.425.119;0.33909108;-11.390.668;-14.507.968;10.103.254;-10.230.111;0.36961438
-10.355.752;-13.881.058;-0.57436006;0.25468489;0.57039494;15.005.424;0.23120547;0.18978933;0.9259944
-0.48908211;-0.42760799;0.84462257;-15.018.268;-15.129.402;-10.899.568;-0.27983332;1.072.748;0.36840649
15.449.921;11.564.515;-12.855.951;14.944.709;0.064572922;-0.27757993;-0.19438439;0.075116689;0.87568559
141.969;-0.55290585;0.87774292;0.53997148;14.276.419;-0.020725152;0.23795527;-0.43404717;0.59999387
0.33418827;0.14252329;-0.69392388;-0.76050836;-11.070.497;0.38914829;0.066722335;-0.25257728;0.62371116
-0.46546656;14.952.971;-11.867.569;12.764.503;14.692.106;-0.38065548;-0.14628783;-0.77470863;12.106.957
-0.53069985;-12.827.277;0.14815856;-0.6364615;0.10351754;-13.939.491;1.207.545;13.735.656;0.91983462
-0.49089578;-11.964.067;-11.820.895;0.11460264;-0.62304082;-12.452.764;0.52079378;10.949.841;10.447.821
-0.66302977;13.267.927;0.053270934;0.33028227;-0.51874437;-0.069738316;0.50385187;-0.052345654;0.51554145
-0.3122824;0.38016309;-0.029322542;-0.14018827;-0.61694975;-0.27782527;-14.954.323;-0.1274666;0.8610999
10.710.326;-0.59837325;0.40608306;0.050159357;13.229.548;-10.026.872;-0.99016813;0.23506851;0.66713025
-0.48071484;-0.62120622;14.987.412;10.814.776;-12.909.749;-0.66010369;-0.7394789;-13.271.166;0.58093887
0.80199961;-11.005.943;0.054056304;-0.86027949;15.659.132;-13.991.304;-0.28125292;0.45893477;0.57756884
-13.666.477;0.0093686451;0.60402879;-11.079.258;1.182.032;-0.36437064;10.791.216;0.70671776;0.87906221
-1.063.543;0.37918634;14.259.704;-0.68891996;-10.196.734;-10.132.812;0.38172634;-0.55637298;0.62385458
0.69581038;-13.067.116;-0.92521412;12.326.941;-0.26210091;0.35720956;0.54234426;1.560.648;0.81545445
14.772.631;0.97252848;0.80999691;-0.91359721;-0.61716314;0.037496546;14.197.421;0.65369413;0.62240303
0.3547685;-0.4204287;10.970.678;12.765.043;0.87807702;-12.556.818;12.090.769;0.48764951;0.52099025
-0.14862428;-0.70324507;0.4115458;0.27159534;-1.361.796;0.97503476;1.133.967;-0.48989486;0.53951037
-0.36217906;-0.76824636;-0.93682551;-0.031193323;-12.035.032;0.86196448;-14.600.468;0.4514164;0.83366216
12.630.359;0.029308466;0.43608515;0.37979159;14.371.505;11.532.765;-0.027057743;0.0092446833;0.59536422
0.10238946;-0.64266172;-0.052547129;-0.55904992;-15.179.915;-0.50803732;0.77144919;14.373.526;0.4911969
-0.7331177;-0.41991051;-0.37205655;0.55159558;-0.0096177713;0.2655949;0.39371865;-12.627.799;0.5048097
-0.18272529;-14.187.961;-13.851.164;-0.17305622;-14.246.572;-0.34963774;10.351.517;10.586.662;0.5622696
14.136.823;-10.173.661;-0.44928658;0.55898537;10.048.232;15.583.214;-0.34493418;-0.97830853;0.52256924
-0.10687284;0.81600083;12.291.948;15.050.103;-11.382.094;-0.75009052;-10.703.617;0.66451215;0.83412312
0.77919545;14.740.791;-0.036908657;-1.396.217;-0.72803005;0.43988215;-0.80959221;0.09376678;0.63408657
-13.618.142;0.24778609;-14.300.508;14.778.417;0.50240974;0.93177019;-0.57840778;-11.412.475;0.90989525
-1.508.041;-12.111.256;14.614.061;0.65319627;-0.60047191;-0.57779247;-12.118.674;-15.243.452;0.68530032
0.72387089;-10.085.017;0.8809198;15.449.635;-1.335.814;-0.29516831;-0.91062777;0.019142865;0.70638818
-12.902.911;-0.99539454;-0.70712401;0.93812388;-12.048.912;-0.31904583;0.91839818;12.916.744;0.6481561
0.49135943;-0.61512328;0.011748789;-0.60552044;0.099042245;0.49532366;0.87352364;0.76693853;0.94898233
-0.96913444;0.60442431;-0.45843275;-1.363.461;-0.44109384;-0.31576585;0.6493492;-0.018731488;0.96412886
0.91534482;-13.512.964;14.475.363;-0.91235263;0.6944605;-0.92660792;-0.28095129;-0.66084729;0.56273975
-0.17881865;-0.66586452;0.24847357;0.20304448;0.78098086;-0.62449339;-0.13461244;-1.330.417;0.76803489
10.991.732;-0.83201952;0.9186354;0.79899386;0.37113264;0.20063841;-0.48461517;15.374.314;0.50995754
12.397.959;-0.52315408;-14.226.893;1.522.869;15.649.438;12.008.775;12.226.273;0.010686116;0.43551025
-0.93413771;0.66719511;-0.47667884;0.30340147;0.59638414;15.562.145;-0.46050036;0.53076237;0.75154161
-15.140.422;12.040.204;-0.48004703;0.4636331;-1.393.949;15.379.025;12.547.686;15.415.588;0.59125184
0.3936;0.97209808;-0.54053078;11.316.787;-12.452.272;-14.963.289;-0.61603996;0.26330274;10.932.104
-0.95897374;-13.710.378;0.7850589;0.92140656;0.75673798;-0.35107522;0.90576197;-11.748.595;0.18281954
-11.013.341;0.54989913;-0.20422685;11.699.305;13.281.903;-0.6101479;-10.164.918;-0.9534197;10.721.055
0.14213188;-0.41085148;13.201.131;-0.20667166;-1.262.496;-0.59739025;-0.1975807;11.391.584;0.67023377
12.000.861;0.039791753;12.140.174;10.708.768;-0.45422107;0.19224267;-0.075412647;0.96970211;0.38250061
0.82267005;-0.37924482;-0.65378669;0.041916197;-0.023369302;14.652.789;-13.985.112;-0.79935456;0.85937344
0.46622072;0.32386029;10.981.348;0.76876267;-0.0687806;-0.0024156179;0.61773059;-13.018.212;0.18761602
0.63958025;-126.012;-0.50479726;-0.77635576;0.11055899;0.24141481;-0.76565191;14.844.996;0.71163128
-11.047.777;-13.613.238;1.314.245;-1.176.961;14.837.621;-14.789.365;-0.34811495;-0.54474625;0.59009364
-11.864.154;0.45074424;-0.023060528;1.425.202;-0.37284009;-0.20477344;-11.224.162;-0.94923544;0.85243052
-0.39564626;12.786.034;-11.624.058;-12.736.728;11.539.328;15.583.516;0.81528366;-0.79256166;0.36874195
11.249.342;0.99323508;10.100.913;0.19333676;10.970.314;-0.24300279;-1.154.705;-0.23104765;0.78239975
0.66511076;-11.213.066;-0.56286067;10.041.936;-0.20011157;-0.077404126;-1.508.704;-0.20926069;11.256.416
0.72982686;0.61408577;-0.66376826;0.84651573;13.704.995;-0.31178229;-0.99351248;15.393.714;0.49519845
14.222.685;0.80767175;-0.15768567;-0.88329058;-0.17212796;0.051533849;-0.399264;12.001.519;0.56559815
-0.31111339;-0.28269507;12.810.682;-14.394.665;0.45220672;-0.95017659;0.011800091;-12.137.743;0.70551774
-12.725.807;-11.680.024;-15.635.297;0.2919728;0.72572555;-0.90256893;0.40379343;-15.428.232;12.002.995
-0.3007692;11.960.954;11.794.757;0.019053393;-15.349.021;12.749.564;0.71603088;0.47628662;0.29314247
-0.20540197;-0.27526087;-0.00094032644;-0.21208264;-14.826.116;-0.61132471;-11.104.577;0.17111636;0.74688563
0.41940819;12.565.334;-0.096103165;12.346.499;0.85986431;-15.264.197;0.7390189;13.953.052;0.8710449
-0.74054752;0.77162789;-0.42727177;0.54202568;0.41331928;-0.29058644;-11.667.074;-10.946.284;1.060.114
0.60797038;0.25546031;0.52410797;-0.79300919;0.59573509;12.902.877;0.97079789;-0.25293812;0.35870947
-14.426.924;-1.035.718;-0.34313112;-14.694.015;0.26388842;-0.5481806;-12.321.399;-0.55604579;0.65252018
-0.51840208;0.25230182;0.9593042;-0.17107919;-0.75612623;1.019.939;0.80372887;0.77647808;0.30076397
-11.472.562;-0.71343138;0.37223963;-0.77071493;-0.47123827;-15.559.143;-0.57726172;0.091134103;0.43114506
11.614.586;0.81790954;13.205.215;-0.61932339;-0.14656735;0.36588517;-0.79963766;-14.063.385;0.46588412
-12.216.193;-10.037.481;-13.475.946;-0.87175293;-0.34877547;1.335.292;0.22323678;10.116.453;10.126.877
-14.482.339;0.35852238;-12.805.553;0.83659395;0.34260797;-12.859.133;0.87892156;0.42298167;11.478.955
0.59353389;0.11090966;0.75762046;-1.134.205;-0.32715319;-13.281.485;0.26593802;-0.3712027;0.59116295
0.96737984;10.942.424;0.4520516;0.60067693;-0.67659741;-11.762.943;-0.86607694;0.39921397;0.81823864
10.109.121;0.048036154;12.602.568;-15.015.646;0.99274364;0.06509173;-11.563.078;-0.8527337;0.59742335
0.66687934;-0.045679842;0.51878784;-0.38206194;0.043748759;0.72246673;-0.17367655;0.050386393;0.67775229
-0.96149877;-11.924.904;13.475.603;0.10039971;0.15271187;0.24273341;-0.44214641;-13.859.118;0.3785508
0.44275502;11.755.185;0.70454951;0.38262423;-0.052846881;-13.084.037;-12.880.882;-12.514.295;0.72341781
-10.492.921;-0.53707685;0.70082362;-0.074767637;0.87319833;0.80765904;-0.18358617;0.18758138;0.68071758
14.494.144;-0.85484293;0.91176698;0.01738309;14.649.662;-0.49640757;-0.48876526;-14.787.989;0.56779088
0.39760301;-0.84183979;-0.62138434;-0.010528088;10.256.354;0.94800306;0.58706403;-10.335.159;0.52522858
0.3462524;0.93201716;-0.95255022;-10.163.896;-0.06523916;-10.704.396;-0.95729308;-0.43619137;0.7509432
12.345.264;0.43151057;0.04461101;15.213.395;-0.058729385;10.223.844;-11.288.108;14.089.815;0.64109811
-15.340.983;-15.392.148;-1.063.395;-0.26922731;-0.60468727;-12.970.397;0.15491245;-0.57390255;10.141.749
-0.53946074;14.317.918;0.041465374;-10.099.591;0.073254591;0.16452276;-0.76668953;-0.8907098;0.91657036
-0.08019182;-0.47473194;-0.52503546;-0.35813322;-0.31441322;0.53253579;10.620.879;-0.47066066;0.74199817
-0.040670061;0.82564273;0.46281808;0.14646152;-0.18422452;-0.068481383;-0.018225954;0.13654255;0.7848624
13.254.818;0.16262456;0.00011560198;-14.298.426;13.488.789;-11.436.948;15.524.653;15.080.431;0.77256024
0.33969691;0.045429811;-11.986.702;-13.229.623;0.87461516;1.326.557;13.580.313;-0.6885144;0.30843027
10.121.077;0.13182453;0.98434189;11.646.947;0.14491658;-0.43890829;0.7619743;-1.375.855;0.25905937
-12.300.325;0.75201472;0.20724407;-0.24041216;0.87861918;-0.27209005;13.704.872;12.693.566;0.93345415
